Id,SalePrice
2320,182850.03
2321,258040.44
2322,167580.34
2323,173364.92
2324,175180.44
2325,219795.06
2326,166077.72
2327,211415.7
2328,235146.61
2329,186252.6
2330,178937.55
2331,347627.03
2332,457853.9
2333,326253.66
2334,262703.2
2335,254748.61
2336,350646.72
2337,228811.14
2338,273948.7
2339,237712.7
2340,383980.56
2341,211780.78
2342,250729.75
2343,219913.94
2344,244682.64
2345,199846.81
2346,222155.36
2347,213537.89
2348,235687.05
2349,185312.84
2350,256119.08
2351,250864.62
2352,267031.16
2353,271818.12
2354,119781.92
2355,134202.0
2356,156178.5
2357,195415.44
2358,192884.28
2359,127042.03
2360,123134.78
2361,138555.7
2362,281527.5
2363,145482.27
2364,159583.17
2365,212856.47
2366,195631.06
2367,228228.34
2368,218644.23
2369,240925.66
2370,171267.81
2371,176512.33
2372,173136.0
2373,278988.12
2374,279200.34
2375,263992.12
2376,286990.7
2377,389848.4
2378,135547.1
2379,188609.02
2380,145221.05
2381,154000.16
2382,194037.78
2383,194708.81
2384,243819.55
2385,155676.05
2386,139409.67
2387,131122.42
2388,97118.67
2389,124529.88
2390,144130.1
2391,135505.67
2392,124187.21
2393,166472.84
2394,150589.22
2395,226380.2
2396,140950.8
2397,226048.03
2398,129421.09
2399,64732.637
2400,44290.56
2401,128297.14
2402,143131.64
2403,121299.734
2404,147437.64
2405,165748.55
2406,140479.44
2407,134982.06
2408,137742.36
2409,131607.66
2410,190259.31
2411,119987.97
2412,158841.03
2413,139397.36
2414,138957.81
2415,127018.33
2416,130293.56
2417,134833.66
2418,130104.41
2419,135425.94
2420,125522.92
2421,148601.97
2422,130120.05
2423,124845.27
2424,165810.58
2425,209094.53
2426,97024.08
2427,149504.31
2428,178343.38
2429,117737.37
2430,129887.84
2431,102431.74
2432,146085.81
2433,156176.42
2434,116464.22
2435,152954.1
2436,109489.59
2437,115621.22
2438,127448.44
2439,112639.695
2440,128010.664
2441,94959.87
2442,101382.016
2443,127081.43
2444,122553.68
2445,74855.53
2446,136044.27
2447,171111.94
2448,144363.14
2449,107421.734
2450,153723.05
2451,98249.27
2452,212360.69
2453,90766.7
2454,133631.48
2455,129575.1
2456,137909.56
2457,124114.836
2458,120447.016
2459,115782.055
2460,150951.4
2461,115480.01
2462,128601.9
2463,124586.69
2464,198642.45
2465,137047.1
2466,126391.93
2467,152961.8
2468,66910.28
2469,64821.695
2470,161321.52
2471,217751.22
2472,191759.92
2473,120061.32
2474,74509.7
2475,214788.78
2476,111831.484
2477,126052.64
2478,160785.44
2479,94247.266
2480,152476.88
2481,107323.375
2482,137442.94
2483,121232.195
2484,133099.08
2485,128246.266
2486,165213.25
2487,145048.06
2488,142735.81
2489,122417.89
2490,167858.47
2491,91348.68
2492,170188.69
2493,133333.67
2494,178864.81
2495,104010.0
2496,256407.22
2497,144106.92
2498,105992.66
2499,102076.09
2500,131142.28
2501,127263.31
2502,145740.02
2503,97357.266
2504,203143.81
2505,225569.84
2506,255221.4
2507,285012.88
2508,256374.7
2509,214002.2
2510,224801.81
2511,178316.45
2512,206348.97
2513,221702.08
2514,233290.89
2515,149209.97
2516,159578.28
2517,147837.45
2518,140911.78
2519,225971.73
2520,210081.95
2521,187886.53
2522,230438.81
2523,135417.89
2524,141539.38
2525,142811.88
2526,136133.6
2527,108538.27
2528,129558.22
2529,133130.75
2530,114089.17
2531,248716.98
2532,222373.05
2533,198522.97
2534,239222.78
2535,316426.06
2536,239023.69
2537,211290.89
2538,183904.73
2539,178183.53
2540,171069.94
2541,175906.73
2542,164466.94
2543,127877.75
2544,135156.12
2545,127858.234
2546,127803.25
2547,126186.59
2548,159747.81
2549,158307.05
2550,264756.56
2551,143074.97
2552,121249.7
2553,81452.58
2554,126267.43
2555,123410.27
2556,106722.32
2557,115958.086
2558,146690.45
2559,133095.3
2560,143916.75
2561,124634.836
2562,142299.95
2563,146913.31
2564,183687.19
2565,139575.02
2566,180065.22
2567,133952.55
2568,210183.17
2569,199991.88
2570,130725.016
2571,183648.03
2572,155634.66
2573,220868.6
2574,258349.02
2575,129474.94
2576,127095.32
2577,157634.27
2578,96030.56
2579,59768.46
2580,126133.43
2581,130713.61
2582,115948.35
2583,286711.44
2584,159449.14
2585,185431.14
2586,192621.61
2587,201642.88
2588,161545.47
2589,151239.53
2590,249795.86
2591,198981.75
2592,210641.94
2593,263020.28
2594,183942.42
2595,202062.23
2596,355631.2
2597,182350.53
2598,267930.4
2599,272979.0
2600,175182.47
2601,133842.64
2602,78243.25
2603,94253.05
2604,81534.586
2605,75218.08
2606,143023.95
2607,151063.27
2608,215980.39
2609,173992.17
2610,123444.734
2611,127732.94
2612,151124.61
2613,124166.28
2614,131072.45
2615,154018.28
2616,146090.22
2617,172774.05
2618,174437.25
2619,226873.22
2620,192430.25
2621,175165.23
2622,187500.7
2623,257544.38
2624,296325.53
2625,317651.44
2626,170457.38
2627,152182.08
2628,475507.03
2629,483560.94
2630,380916.22
2631,440621.28
2632,470986.94
2633,336788.56
2634,408338.75
2635,155627.45
2636,193624.31
2637,170659.14
2638,268548.28
2639,186929.27
2640,149762.27
2641,108764.52
2642,195134.64
2643,119696.15
2644,116408.85
2645,104372.5
2646,95165.37
2647,102370.78
2648,143145.3
2649,157757.48
2650,143508.67
2651,143643.0
2652,450160.72
2653,250479.31
2654,250848.34
2655,410601.72
2656,294454.47
2657,310099.38
2658,264191.7
2659,307516.2
2660,334268.1
2661,361607.25
2662,384450.44
2663,288430.66
2664,283510.16
2665,318065.88
2666,319982.2
2667,167394.84
2668,176839.83
2669,169171.4
2670,293782.2
2671,177009.11
2672,183978.3
2673,225688.52
2674,213425.67
2675,155715.17
2676,187265.44
2677,188569.75
2678,255751.64
2679,318887.7
2680,286748.8
2681,454657.6
2682,404540.7
2683,529834.56
2684,317259.75
2685,399159.22
2686,257146.92
2687,339764.0
2688,223484.14
2689,208621.88
2690,537454.06
2691,196377.4
2692,116730.79
2693,192795.16
2694,114142.2
2695,181739.56
2696,175176.16
2697,196422.97
2698,203875.27
2699,185939.19
2700,158408.31
2701,148767.55
2702,96892.27
2703,135708.81
2704,142486.31
2705,125513.74
2706,125518.92
2707,130700.664
2708,134989.08
2709,102622.94
2710,123954.32
2711,285819.6
2712,396170.4
2713,177226.64
2714,148091.66
2715,176144.42
2716,153586.6
2717,174791.4
2718,236055.5
2719,152608.42
2720,172862.31
2721,137623.39
2722,163994.77
2723,155593.58
2724,124654.34
2725,133181.55
2726,147722.5
2727,170443.34
2728,168557.05
2729,151562.47
2730,149843.11
2731,126816.98
2732,125462.766
2733,171834.56
2734,142091.4
2735,130923.89
2736,140689.66
2737,122263.875
2738,126900.7
2739,154312.34
2740,140345.64
2741,158306.73
2742,144642.06
2743,161530.8
2744,156451.23
2745,142906.44
2746,141782.44
2747,162108.75
2748,111010.98
2749,133821.3
2750,136245.7
2751,139200.9
2752,173084.3
2753,165299.88
2754,200518.17
2755,132830.61
2756,88250.63
2757,78471.414
2758,80713.41
2759,168374.11
2760,151145.2
2761,152798.95
2762,141772.83
2763,189167.62
2764,154941.83
2765,289564.78
2766,142308.5
2767,96419.07
2768,132747.23
2769,120853.68
2770,147735.83
2771,115919.984
2772,126801.45
2773,166303.53
2774,141789.3
2775,141880.05
2776,161970.56
2777,150297.73
2778,97889.45
2779,123310.18
2780,114791.95
2781,97901.695
2782,90410.35
2783,120011.73
2784,127063.72
2785,147350.23
2786,76623.51
2787,118610.375
2788,80497.26
2789,210157.39
2790,91216.6
2791,120732.95
2792,71541.25
2793,180261.0
2794,109729.45
2795,123249.45
2796,114838.39
2797,232965.7
2798,117358.836
2799,129885.44
2800,52786.48
2801,118030.29
2802,138610.89
2803,140882.2
2804,140255.84
2805,95484.86
2806,83371.29
2807,128169.12
2808,153428.95
2809,135664.48
2810,129444.74
2811,150538.3
2812,134400.05
2813,140523.14
2814,142795.03
2815,113063.33
2816,261815.3
2817,150501.02
2818,126459.01
2819,174642.23
2820,123684.87
2821,91595.72
2822,189334.19
2823,289926.25
2824,177792.48
2825,166536.75
2826,129842.07
2827,140261.66
2828,231573.5
2829,217964.55
2830,237937.83
2831,185901.77
2832,252891.75
2833,277940.25
2834,207854.97
2835,219550.48
2836,200022.64
2837,149303.55
2838,146278.77
2839,179893.55
2840,199213.89
2841,205715.81
2842,220282.53
2843,147954.48
2844,161651.11
2845,123571.77
2846,210905.47
2847,217315.0
2848,229993.69
2849,214619.19
2850,307830.53
2851,228035.47
2852,223801.47
2853,231936.31
2854,139045.38
2855,200606.77
2856,204385.42
2857,184532.72
2858,201285.33
2859,148726.1
2860,133578.25
2861,107236.14
2862,192606.56
2863,122624.43
2864,255772.11
2865,141390.69
2866,130200.61
2867,95641.555
2868,108003.13
2869,104172.3
2870,140095.36
2871,88373.91
2872,40187.395
2873,103993.75
2874,139219.16
2875,109468.92
2876,145749.56
2877,150402.06
2878,188882.4
2879,131462.44
2880,98043.52
2881,167720.77
2882,188605.17
2883,199543.5
2884,198428.27
2885,191066.55
2886,214529.89
2887,102523.07
2888,128391.375
2889,52043.203
2890,81880.26
2891,124133.54
2892,54855.453
2893,98715.48
2894,63027.848
2895,343296.16
2896,264009.94
2897,204904.14
2898,151931.92
2899,213419.12
2900,162499.73
2901,208901.44
2902,200772.94
2903,372085.78
2904,378094.53
2905,115681.8
2906,205926.17
2907,116241.14
2908,132218.55
2909,121329.31
2910,82940.58
2911,77195.555
2912,151768.27
2913,82154.63
2914,74745.55
2915,80489.87
2916,79792.19
2917,158471.52
2918,103705.96
2919,229072.73
